1,9.6E-5
2,1.29E-4
3,1.88E-4
4,2.11E-4
5,5.22E-4
6,3.59E-4
7,3.58E-4
8,3.95E-4
9,4.1E-4
10,4.55E-4
11,4.93E-4
12,5.22E-4
13,5.26E-4
14,5.61E-4
15,5.5E-4
16,5.97E-4
17,5.94E-4
18,4.68E-4
19,5.03E-4
20,5.12E-4
21,5.42E-4
22,5.56E-4
23,6.17E-4
24,6.41E-4
25,6.48E-4
26,8.38E-4
27,6.98E-4
28,7.12E-4
29,7.53E-4
30,7.94E-4
31,8.03E-4
32,8.26E-4
33,0.001705
34,8.04E-4
35,0.00208
36,7.72E-4
37,7.79E-4
38,8.01E-4
39,0.017671
40,5.83E-4
41,6.32E-4
42,0.004172
43,0.00102
44,0.001457
45,0.001584
46,7.25E-4
47,7.4E-4
48,7.52E-4
49,0.00162
50,8.1E-4
51,7.12E-4
52,7.19E-4
53,7.17E-4
54,8.91E-4
55,7.86E-4
56,4.16E-4
57,3.84E-4
58,3.83E-4
59,3.87E-4
60,4.06E-4
61,4.04E-4
62,4.13E-4
63,4.44E-4
64,6.13E-4
65,4.28E-4
66,4.26E-4
67,4.41E-4
68,4.46E-4
69,4.48E-4
70,0.001117
71,4.6E-4
72,4.71E-4
73,4.73E-4
74,4.8E-4
75,4.87E-4
76,5.12E-4
77,5.12E-4
78,5.07E-4
79,5.22E-4
80,4.85E-4
81,4.69E-4
82,4.81E-4
83,4.91E-4
84,4.89E-4
85,4.93E-4
86,5.11E-4
87,4.99E-4
88,5.07E-4
89,5.08E-4
90,5.74E-4
91,5.54E-4
92,5.3E-4
93,5.51E-4
94,5.45E-4
95,5.44E-4
96,5.55E-4
97,5.53E-4
98,5.62E-4
99,5.64E-4
100,6.1E-4
101,5.81E-4
102,5.84E-4
103,5.99E-4
104,5.94E-4
105,6.01E-4
106,6.03E-4
107,6.13E-4
108,6.24E-4
109,6.66E-4
110,6.32E-4
111,6.38E-4
112,6.75E-4
113,6.6E-4
114,6.15E-4
115,5.67E-4
116,6.09E-4
117,6.31E-4
118,5.92E-4
119,5.98E-4
120,6.31E-4
121,6.61E-4
122,6.19E-4
123,6.21E-4
124,0.001403
125,7.46E-4
126,8.34E-4
127,6.32E-4
128,6.38E-4
129,6.85E-4
130,6.57E-4
131,6.85E-4
132,7.13E-4
133,6.65E-4
134,6.75E-4
135,6.73E-4
136,6.77E-4
137,6.94E-4
138,6.92E-4
139,7.0E-4
140,7.03E-4
141,7.01E-4
142,7.12E-4
143,7.27E-4
144,7.25E-4
145,7.26E-4
146,7.25E-4
147,7.31E-4
148,7.43E-4
149,7.5E-4
150,7.58E-4
151,7.64E-4
152,0.001068
153,7.68E-4
154,7.69E-4
155,8.01E-4
156,8.12E-4
157,8.12E-4
158,8.34E-4
159,7.98E-4
160,8.09E-4
161,7.99E-4
162,8.07E-4
163,8.14E-4
164,8.21E-4
165,8.31E-4
166,8.28E-4
167,8.37E-4
168,8.35E-4
169,8.42E-4
170,8.67E-4
171,9.55E-4
172,8.71E-4
173,8.85E-4
174,9.35E-4
175,9.68E-4
176,9.01E-4
177,8.94E-4
178,8.85E-4
179,8.9E-4
180,9.08E-4
181,8.98E-4
182,9.15E-4
183,9.19E-4
184,9.56E-4
185,9.64E-4
186,9.44E-4
187,9.34E-4
188,9.4E-4
189,9.41E-4
190,9.64E-4
191,9.5E-4
192,9.54E-4
193,9.65E-4
194,9.84E-4
195,9.71E-4
196,0.001014
197,0.001038
198,9.8E-4
199,0.001014
