1,4.1666666666666665E-5
2,4.05E-5
3,6.733333333333333E-5
4,7.033333333333334E-5
5,1.34E-4
6,1.1633333333333332E-4
7,1.52E-4
8,1.4416666666666666E-4
9,1.5716666666666667E-4
10,2.0300000000000003E-4
11,2.0016666666666666E-4
12,2.2633333333333335E-4
13,2.371666666666667E-4
14,2.5283333333333337E-4
15,2.818333333333333E-4
16,0.0013633333333333336
17,3.205E-4
18,3.2183333333333337E-4
19,3.333333333333333E-4
20,3.478333333333333E-4
21,4.971666666666667E-4
22,4.003333333333333E-4
23,4.883333333333333E-4
24,4.585E-4
25,6.101666666666666E-4
26,5.511666666666666E-4
27,5.388333333333333E-4
28,5.511666666666667E-4
29,5.948333333333334E-4
30,6.623333333333334E-4
31,8.773333333333334E-4
32,0.0010394999999999998
33,8.740000000000001E-4
34,7.866666666666667E-4
35,9.706666666666667E-4
36,0.0011756666666666667
37,7.573333333333334E-4
38,7.9E-4
39,0.003620833333333333
40,0.0012431666666666665
41,0.0010166666666666668
42,0.001517666666666667
43,0.0013369999999999999
44,0.0010793333333333334
45,0.0012631666666666668
46,0.0011903333333333334
47,0.0011278333333333333
48,0.0019331666666666666
49,0.0013073333333333333
50,0.0018330000000000002
51,0.0012775
52,0.0013975
53,0.0013523333333333332
54,0.0014991666666666667
55,0.0014691666666666666
56,0.0013478333333333335
57,0.0027938333333333335
58,0.0021576666666666667
59,0.00127
60,0.0014016666666666665
61,0.0013559999999999998
62,0.0016775000000000002
63,0.0020685
64,0.001556
65,0.0017330000000000002
66,0.0016313333333333334
67,0.0016631666666666667
68,0.002086166666666667
69,0.0018383333333333333
70,0.0019084999999999998
71,0.0025948333333333335
72,0.0018920000000000002
73,0.002001666666666667
74,0.0020515
75,0.0021274999999999996
76,0.002063
77,0.002836333333333333
78,0.002219
79,0.0023748333333333334
80,0.0022194999999999997
81,0.003016666666666666
82,0.0031116666666666667
83,0.002555
84,0.0025703333333333338
85,0.0026671666666666666
86,0.0027056666666666665
87,0.0027451666666666666
88,0.0021855
89,0.0017070000000000002
90,0.0016891666666666667
91,0.0017159999999999999
92,0.0023396666666666665
93,0.0030074999999999998
94,0.0025831666666666663
95,0.0019528333333333333
96,0.002234166666666667
97,0.0030328333333333336
98,0.0018053333333333335
99,0.0019274999999999997
100,0.003057833333333333
101,0.0019049999999999998
102,0.0021988333333333335
103,0.0023713333333333334
104,0.0025778333333333335
105,0.0035624999999999997
106,0.0031934999999999997
107,0.0022366666666666668
108,0.0024156666666666667
109,0.004436666666666667
110,0.0025435
111,0.002402333333333333
112,0.0022800000000000003
113,0.0025768333333333333
114,0.0043645
115,0.0036026666666666668
116,0.0049854999999999995
117,0.0025526666666666666
118,0.002581
119,0.002673333333333333
120,0.0028199999999999996
121,0.004243166666666667
122,0.005480833333333333
123,0.0029971666666666666
124,0.0046493333333333334
125,0.0029188333333333336
126,0.004464666666666666
127,0.0031420000000000003
128,0.004675333333333333
129,0.0030520000000000005
130,0.004714166666666666
131,0.004728833333333334
132,0.0046496666666666665
133,0.0067336666666666664
134,0.003492666666666667
135,0.0033205000000000005
136,0.00495
137,0.005534
138,0.0052095
139,0.005081
140,0.006702
141,0.005500666666666667
142,0.005206833333333333
143,0.003997833333333333
144,0.005083333333333333
145,0.003974666666666667
146,0.005192166666666667
147,0.005437
148,0.005239333333333333
149,0.0052415000000000005
150,0.005447
151,0.007223833333333333
152,0.005985666666666667
153,0.0055091666666666666
154,0.007515999999999999
155,0.0051405
156,0.007565166666666667
157,0.004560333333333333
158,0.007546666666666667
159,0.006288666666666667
160,0.0059765
161,0.006029833333333334
162,0.0061185
163,0.0061025
164,0.006263500000000001
165,0.006728499999999999
166,0.006427166666666667
167,0.010015999999999999
168,0.006514
169,0.006582666666666667
170,0.007839333333333334
171,0.006726666666666666
172,0.008168
173,0.008041
174,0.008088833333333335
175,0.006683166666666666
176,0.0067746666666666676
177,0.007123666666666667
178,0.0089245
179,0.008470666666666666
180,0.008272666666666666
181,0.007275
182,0.0099585
183,0.0072735
184,0.008759333333333333
185,0.007342166666666666
186,0.007649166666666668
187,0.008782666666666666
188,0.0084195
189,0.007457999999999999
190,0.007837
191,0.007635333333333334
192,0.010511333333333333
193,0.008141500000000001
194,0.007935666666666667
195,0.009184666666666666
196,0.0093035
197,0.008426333333333333
198,0.009178333333333333
199,0.008097666666666668
